A	2023-08-18	129.035	0.30600825	0.3054485	130.0C 130.0P 125.0P 125.0C	2175295.51014
AA	2023-07-28	33.56	0.47502625	0.47666600000000003	33.5P 33.5C 34.0C 34.0P	360894.204722
AAC	2023-08-18	10.55	0.7011216666666666	0.327066	10.0C 10.0P 12.5P 12.5C	2175293.474788
AAL	2023-07-28	17.045	0.39795525	0.39844250000000003	17.0C 17.0P 17.5C 17.5P	360892.354066
AAN	2023-08-18	15.91	0.68064675	0.66441	15.0C 15.0P 17.5P 17.5C	2175291.575863
AAOI	2023-08-18	7.93	1.543464	1.5374180000000002	7.5C 7.5P 10.0P 10.0C	2175290.808305
AAON	2023-08-18	102.62	0.3590675	0.3810575	105.0P 105.0C 100.0C 100.0P	2175289.847552
AAP	2023-07-28	71.944	0.42259475	0.42170399999999997	72.0P 72.0C 71.5C 71.5P	360888.604745
AAPB	2023-08-18	28.869	0.0413465	0.0413465	29.0C 29.0P 28.0C 28.0P	2175287.683919
AAPD	2023-08-18	20.2399	0.863869	0.867895	20.0C 20.0P 21.0P 21.0C	2175286.743197
AAPL	2023-07-28	192.95	0.230697	0.2304405	192.5P 192.5C 195.0P 195.0C	360885.341201
AAPU	2023-08-18	28.82	0.4861533333333333	0.35304	29.0P 29.0C 28.0C 28.0P	2175284.368613
AAT	2023-08-18	22.4	0.380898	0.384303	22.5P 22.5C 20.0P 20.0C	2175283.586709
AAXJ	2023-08-18	68.375	0.11410375	0.1278735	68.0P 68.0C 69.0C 69.0P	2175282.563559
AB	2023-08-18	33.9918	0.33786775	0.347726	35.0C 35.0P 30.0C 30.0P	2175281.683567
ABBV	2023-07-28	144.13	0.4512505	0.45131350000000003	144.0C 144.0P 145.0P 145.0C	360880.253392
ABC	2023-07-28	192.32	0.17921475	0.17832599999999998	190.0P 190.0C 195.0P 195.0C	360879.144436
ABCB	2023-08-18	40.48	0.44970275	0.519205	40.0P 40.0C 45.0C 45.0P	2175278.383937
ABCL	2023-08-18	7.75	0.72217975	0.722683	8.0P 8.0C 7.0P 7.0C	2175277.58714
ABCM	2023-08-18	24.305	0.47551825000000003	0.4733485	25.0P 25.0C 22.5C 22.5P	2175276.773251
ABG	2023-08-18	231.32	0.41776425	0.41807300000000003	230.0C 230.0P 240.0C 240.0P	2175275.779939
ABM	2023-08-18	43.92	0.287384	0.2756125	45.0P 45.0C 40.0P 40.0C	2175274.958591
ABNB	2023-07-28	147.03	0.42512775	0.4255045	147.0C 147.0P 148.0C 148.0P	360873.466175
ABOS	2023-08-18	6.95	1.12880625	1.084325	7.5C 7.5P 5.0P 5.0C	2175272.697139
ABR	2023-08-18	16.37	0.38209000000000004	0.359524	17.5C 17.5P 15.0C 15.0P	2175271.667429
ABST	2023-08-18	11.481	0.6217293333333332	0.290226	12.5C 12.5P 10.0C 10.0P	2175270.897618
ABT	2023-07-28	115.32	0.21950124999999998	0.21948800000000002	115.0P 115.0C 116.0P 116.0C	360868.422945
ACA	2023-08-18	75.63	0.3217055	0.369291	75.0C 75.0P 80.0C 80.0P	2175267.563812
ACAD	2023-08-18	30.3	0.47417425	0.47407	30.0C 30.0P 31.0C 31.0P	2175266.433326
ACCD	2023-08-18	13.31	0.67031875	0.6600995000000001	12.5P 12.5C 15.0C 15.0P	2175265.7218
ACCO	2023-08-18	5.71	0.6764276666666666	0.53734	5.0P 5.0C 7.5C 7.5P	2175265.06758
ACDC	2023-08-18	12.89	0.6367897499999999	0.6346689999999999	12.5C 12.5P 15.0P 15.0C	2175264.323611
ACEL	2023-08-18	11.355	0.616035	0.5721240000000001	12.5C 12.5P 10.0P 10.0C	2175263.619884
ACES	2023-08-18	48.33	0.23578125	0.244553	48.0C 48.0P 49.0P 49.0C	2175262.87663
ACGL	2023-08-18	81.69	0.26461125	0.2659395	80.0P 80.0C 85.0C 85.0P	2175262.073091
ACHC	2023-08-18	74.65	0.362004	0.3533205	75.0C 75.0P 70.0C 70.0P	2175261.255721
ACHV	2023-08-18	5.47	0.89543075	0.940896	5.0P 5.0C 7.5C 7.5P	2175260.572375
ACI	2023-08-18	21.96	0.16020533333333334	0.152037	22.0C 22.0P 21.0C 21.0P	2175259.741961
ACIW	2023-08-18	23.12	0.393818	0.3959285	22.5P 22.5C 25.0P 25.0C	2175259.041999
ACLS	2023-08-18	173.91	0.56327675	0.5635144999999999	175.0C 175.0P 170.0C 170.0P	2175257.757323
ACLX	2023-08-18	33.26	0.8335545	0.8283769999999999	35.0C 35.0P 30.0C 30.0P	2175256.925446
ACM	2023-08-18	87.79	0.22037125	0.220132	87.5P 87.5C 90.0P 90.0C	2175256.07878
ACMR	2023-08-18	12.87	0.73281475	0.7301805	12.5P 12.5C 15.0P 15.0C	2175255.134535
ACN	2023-07-28	313.86	0.23990675	0.2399365	315.0P 315.0C 312.5P 312.5C	360853.730873
ACNB	2023-08-18	33.82	0.376057	0.414481	35.0C 35.0P 30.0C 30.0P	2175253.029086
ACR	2023-08-18	9.3998	0.610299	0.482285	10.0P 10.0C 7.5C 7.5P	2175252.305301
ACRE	2023-08-18	10.61	0.33379566666666666	0.339666	10.0C 10.0P 12.5C 12.5P	2175251.540293
ACRS	2023-08-18	10.07	0.6300165	0.5700135	10.0C 10.0P 11.0P 11.0C	2175250.632788
ACT	2023-08-18	26.82	0.44356175000000003	0.3949265	25.0P 25.0C 30.0P 30.0C	2175249.89301
ACVA	2023-08-18	16.875	0.7293495	0.7293045	17.5C 17.5P 15.0C 15.0P	2175249.024233
ACWI	2023-08-18	98.355	0.12185775	0.121686	98.0P 98.0C 99.0P 99.0C	2175248.057978
ACWV	2023-08-18	100.0313	0.0808425	0.0754595	100.0C 100.0P 101.0C 101.0P	2175247.113132
ACWX	2023-08-18	50.535	0.12648925	0.12699	51.0C 51.0P 50.0C 50.0P	2175246.357766
ADBE	2023-07-28	521.96	0.34982525	0.34952300000000003	520.0C 520.0P 525.0C 525.0P	360844.161229
ADC	2023-08-18	67.435	0.17932700000000001	0.1857605	65.0P 65.0C 70.0P 70.0C	2175243.370202
ADEA	2023-08-18	11.56	0.465648	0.42645900000000003	12.5C 12.5P 10.0P 10.0C	2175242.655114
ADI	2023-07-28	190.9607	0.3658715	0.365828	190.0P 190.0C 192.5P 192.5C	360841.408098
ADM	2023-07-28	83.14	0.49360625	0.496441	83.0P 83.0C 84.0P 84.0C	360840.284986
ADNT	2023-08-18	42.26	0.436625	0.442106	40.0P 40.0C 45.0P 45.0C	2175239.584718
ADP	2023-07-28	238.62	0.3959805	0.39469750000000003	237.5P 237.5C 240.0C 240.0P	360838.240964
ADPT	2023-08-18	7.89	0.9365812499999999	0.9431624999999999	7.5P 7.5C 10.0P 10.0C	2175237.566528
ADSK	2023-07-28	210.75	0.34317675	0.3432225	210.0P 210.0C 212.5P 212.5C	360836.151624
ADT	2023-08-18	6.28	0.449741	0.4629765	6.0P 6.0C 7.0P 7.0C	2175235.201937
ADTN	2023-08-18	10.165	0.5585519999999999	0.5516384999999999	10.0C 10.0P 11.0P 11.0C	2175234.205661
ADUS	2023-08-18	91.15	0.3884035	0.41027250000000004	90.0C 90.0P 95.0C 95.0P	2175233.309642
AEE	2023-08-18	87.74	0.18902875	0.18934299999999998	90.0P 90.0C 85.0C 85.0P	2175232.449841
AEHR	2023-08-18	48.6	0.699875	0.6974875	50.0C 50.0P 45.0C 45.0P	2175231.302954
AEIS	2023-08-18	116.04	0.41255625	0.398713	115.0C 115.0P 120.0P 120.0C	2175230.083717
AEL	2023-08-18	54.0	0.10296133333333334	0.134001	55.0C 55.0P 50.0P 50.0C	2175229.317715
AEM	2023-08-18	51.77	0.36328125	0.3628935	50.0C 50.0P 55.0P 55.0C	2175228.542284
AEO	2023-07-28	13.165	0.421477	0.4248595	13.0C 13.0P 13.5C 13.5P	360827.529359
AEP	2023-08-18	87.81	0.21573825	0.2125755	87.5P 87.5C 90.0P 90.0C	2175226.528205
AER	2023-08-18	65.47	0.28539	0.2850635	65.0P 65.0C 67.5P 67.5C	2175225.664389
AES	2023-08-18	21.9083	0.294163	0.294047	22.0P 22.0C 21.0C 21.0P	2175224.711132
AESI	2023-08-18	19.555	0.5378316666666667	0.495882	20.0C 20.0P 17.5C 17.5P	2175223.915069
AFCG	2023-08-18	13.04	0.29739033333333337	0.305252	12.5C 12.5P 15.0C 15.0P	2175223.132963
AFG	2023-08-18	120.22	0.1640325	0.175231	120.0C 120.0P 125.0P 125.0C	2175222.205223
AFL	2023-07-28	72.8	0.15985175000000001	0.159678	73.0C 73.0P 72.0C 72.0P	360821.121711
AFRM	2023-07-28	16.88	0.90993325	0.9082250000000001	17.0C 17.0P 16.5C 16.5P	360819.794627
AFTY	2023-08-18	15.2477	0.271136	0.2006735	15.0C 15.0P 16.0P 16.0C	2175218.860587
AG	2023-07-28	6.697	0.5004252499999999	0.491058	6.5P 6.5C 7.0C 7.0P	360817.968267
AGCO	2023-08-18	138.065	0.3007465	0.305539	140.0C 140.0P 135.0C 135.0P	2175216.986601
AGG	2023-08-18	98.01	0.06131475	0.0598635	98.0P 98.0C 99.0C 99.0P	2175216.093031
AGGY	2023-08-18	43.22	0.058932250000000005	0.047488	43.0P 43.0C 44.0P 44.0C	2175215.240042
AGI	2023-08-18	12.27	0.366442	0.362221	12.0P 12.0C 13.0P 13.0C	2175214.434072
AGIO	2023-08-18	26.6445	0.53392675	0.5410485	25.0C 25.0P 30.0C 30.0P	2175213.673825
AGL	2023-08-18	18.315	0.59515175	0.600232	17.5C 17.5P 20.0C 20.0P	2175212.905254
AGM	2023-08-18	157.7	0.3117405	0.3157835	160.0C 160.0P 155.0P 155.0C	2175211.907675
AGNC	2023-07-28	10.175	0.4803335	0.4567525	10.0C 10.0P 10.5P 10.5C	360810.771716
AGNG	2023-08-18	28.15	0.0441735	0.0441735	28.0C 28.0P 29.0C 29.0P	2175209.462933
AGO	2023-08-18	59.1238	0.319766	0.32137499999999997	60.0P 60.0C 55.0P 55.0C	2175208.474007
AGQ	2023-08-18	30.75	0.470129	0.469877	31.0P 31.0C 30.0C 30.0P	2175207.425109
AGRO	2023-08-18	10.745	0.46792449999999997	0.4453935	10.0C 10.0P 12.5P 12.5C	2175206.684514
AGS	2023-08-18	6.57	0.83384825	0.8218055	7.5P 7.5C 5.0P 5.0C	2175206.002904
AGTI	2023-08-18	16.965	0.6833706666666667	0.847546	17.5P 17.5C 15.0P 15.0C	2175205.236973
AGYS	2023-08-18	67.38	0.44306625	0.43651	65.0P 65.0C 70.0C 70.0P	2175204.413047
AHCO	2023-08-18	13.92	0.7876639999999999	0.7866074999999999	15.0P 15.0C 12.5C 12.5P	2175203.73955
AHH	2023-08-18	12.05	0.31656175000000003	0.317036	12.5P 12.5C 10.0P 10.0C	2175203.036996
AHOY	2023-08-18	21.013	0.0565715	0.0565715	21.0P 21.0C 22.0C 22.0P	2175202.10222
AI	2023-07-28	37.92	0.941982	0.9420029999999999	38.0C 38.0P 37.5P 37.5C	360800.495259
AIA	2023-08-18	61.02	0.42210866666666663	0.372951	60.68C 60.68P 61.68C 61.68P	2175199.582302
AIG	2023-07-28	60.365	0.22479274999999999	0.225221	60.0P 60.0C 61.0P 61.0C	360798.182764
AIN	2023-08-18	93.245	0.33108825	0.31935199999999997	95.0C 95.0P 90.0P 90.0C	2175197.434344
AIP	2023-08-18	6.96	0.884721	0.8940705	7.5C 7.5P 5.0P 5.0C	2175196.740571
AIQ	2023-08-18	28.63	0.2677705	0.22902299999999998	29.0C 29.0P 28.0C 28.0P	2175195.822341
AIR	2023-08-18	58.9412	0.3022335	0.30375450000000004	60.0C 60.0P 55.0C 55.0P	2175194.999401
AIRC	2023-08-18	36.64	0.35792175	0.3085945	35.0P 35.0C 40.0P 40.0C	2175194.255039
AIRG	2023-08-18	4.815	1.42207275	1.0130735	5.0C 5.0P 2.5C 2.5P	2175193.529296
AIT	2023-08-18	142.74	0.34949125000000003	0.3481975	145.0P 145.0C 140.0C 140.0P	2175192.31057
AIV	2023-08-18	8.88	0.3430353333333333	0.358004	10.0P 10.0C 7.5P 7.5C	2175191.644369
AIVI	2023-08-18	40.14	0.0312	0.0312	40.0P 40.0C 41.0C 41.0P	2175190.752194
AIVL	2023-08-18	97.0	0.15099225000000002	0.169936	97.0C 97.0P 98.0P 98.0C	2175189.819422
AIZ	2023-08-18	130.6081	0.28100400000000003	0.2800235	130.0C 130.0P 135.0C 135.0P	2175188.888698
